0,3,4,5
MAAD0Q0MIG4AS8D20H2V,83.72003371717412,90.74089219317095,95.35160553963482
NHNYSMQCH4E6CKK4GCBB,11.832842864892857,12.174411041958244,67.70864258042812
QXSVWS79QT4AX0E439H3,83.08036556011281,78.3713303655539,19.75695926486647
UKR3KG9EN7ZQI0N6X9B0,52.02718109806664,74.41025718781806,3.9530418789173183
DYE76GP8H8Q7IJXHSNO2,28.985438134749884,11.543217490169377,83.74397949178332
GESY9Y1EXOO5L2KCI5NZ,41.533914324124424,81.32171756680144,61.527259133237024
V0T9965ZM9MB3X5CGH18,51.28918758016847,63.935825955891545,41.79829116925065
XIU6L0DUF771K4TWCAJB,46.435800579602706,21.10885169315505,30.8928184029317
BYFBM3RP2LQNC3ML0OO7,42.83768722011562,86.89642090510226,99.5605839688263
KNB1DVPWQLX50748XSM7,28.779019415038743,28.539774383270387,11.660900359134384
